Date,Open,Close,Volume,Return,Bench_Bal,Bench_Peak,Bench_DD,Fast_MA,Slow_MA,Avg_Volume_10D,Long,Sys_Ret,Sys_Bal,Sys_Peak,Sys_DD,Symbol
2020-07-07,37.5,36.75,1853146,,,,,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-08,36.75,37.25,2924733,1.0136054421768708,1013605.4421768708,1013605.4421768708,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-09,37.70000076293945,37.099998474121094,1445414,0.995973113399224,1009523.7680032952,1013605.4421768708,-4081.674173575593,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-10,35.849998474121094,35.04999923706055,3220226,0.9447439536017632,953741.4758383821,1013605.4421768708,-59863.96633848862,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-13,35.400001525878906,34.54999923706055,1780982,0.985734664454106,940136.0336615115,1013605.4421768708,-73469.40851535928,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-14,34.5,33.599998474121094,1199308,0.9725035952556427,914285.6727651998,1013605.4421768708,-99319.76941167098,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-15,34.04999923706055,33.04999923706055,2661067,0.9836309743441162,899319.7071308993,1013605.4421768708,-114285.73504597147,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-16,32.95000076293945,33.25,2187781,1.0060514604404343,904761.9047619047,1013605.4421768708,-108843.53741496603,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-17,33.599998474121094,33.599998474121094,975950,1.0105262698983788,914285.6727651999,1013605.4421768708,-99319.76941167086,,,,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-20,33.75,34.5,2188123,1.0267857609152005,938775.5102040818,1013605.4421768708,-74829.931972789,,,2043673.0,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-21,34.75,34.75,1206952,1.0072463768115942,945578.2312925172,1013605.4421768708,-68027.21088435361,,,1979053.6,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-22,34.79999923706055,34.25,687772,0.9856115107913669,931972.7891156464,1013605.4421768708,-81632.65306122438,,,1755357.5,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-23,34.25,34.29999923706055,1464698,1.001459831738994,933333.3125730762,1013605.4421768708,-80272.12960379454,34.76923018235426,,1757285.9,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-24,34.29999923706055,33.599998474121094,655885,0.9795918140376192,914285.6727651999,1013605.4421768708,-99319.76941167086,34.52692237267127,,1500851.8,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-27,33.650001525878906,32.349998474121094,1402019,0.962797617358145,880272.0673230231,1013605.4421768708,-133333.37485384766,34.149999178372894,,1462955.5,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-28,32.0,32.150001525878906,1500706,0.9938177138276474,874829.9734933038,1013605.4421768708,-138775.468683567,33.76923018235426,,1493095.3,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-29,32.0,32.75,2469731,1.0186624710931391,891156.4625850341,1013605.4421768708,-122448.97959183669,33.59230716411884,,1473961.7,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-30,33.0,31.75,1162012,0.9694656488549618,863945.5782312925,1013605.4421768708,-149659.86394557822,33.376922607421875,,1371384.8,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-07-31,31.850000381469727,31.950000762939453,1011759,1.0062992366280143,869387.7758622982,1013605.4421768708,-144217.66631457256,33.24999970656175,,1374965.7,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-03,32.099998474121094,32.900001525878906,2671818,1.0297339824805705,895238.1367586099,1013605.4421768708,-118367.30541826086,33.238461421086235,,1423335.2,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-04,32.900001525878906,32.599998474121094,607043,0.990881366630885,887074.7884114585,1013605.4421768708,-126530.65376541228,33.18846130371094,,1363344.3,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-05,32.5,32.599998474121094,1257207,1.0,887074.7884114585,1013605.4421768708,-126530.65376541228,33.11153822678786,,1420287.8,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-06,32.70000076293945,32.400001525878906,833092,0.9938651239998998,881632.6945817391,1013605.4421768708,-131972.74759513163,32.9499998826247,,1357127.2,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-07,32.150001525878906,32.79999923706055,1459743,1.012345607788387,892516.986042464,1013605.4421768708,-121088.45613440673,32.79999982393705,,1437513.0,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-10,32.900001525878906,32.900001525878906,1319537,1.0030488503397696,895238.1367586098,1013605.4421768708,-118367.30541826098,32.696153787466194,,1429264.8,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-11,32.95000076293945,32.849998474121094,1155563,0.9984801504729877,893877.5094998938,1013605.4421768708,-119727.93267697701,32.58461526724008,,1394750.5,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-12,33.099998474121094,33.79999923706055,3750676,1.0289193548574396,919727.8703962056,1013605.4421768708,-93877.5717806652,32.59999994131235,,1522845.0,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-13,34.150001525878906,33.25,739236,0.9837278328557626,904761.904761905,1013605.4421768708,-108843.5374149658,32.66923082791842,,1480567.4,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-14,33.25,32.25,888429,0.9699248120300752,877551.0204081634,1013605.4421768708,-136054.42176870734,32.67692301823543,,1468234.4,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-17,32.5,32.45000076293945,1204842,1.0062015740446342,882993.218039169,1013605.4421768708,-130612.22413770179,32.65384615384615,,1321536.8,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-18,32.599998474121094,32.900001525878906,753502,1.0138675116289486,895238.1367586099,1013605.4421768708,-118367.30541826086,32.74230780968299,,1336182.7,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-19,34.29999923706055,34.20000076293945,5463585,1.0395136527892856,930612.2656582167,1013605.4421768708,-82993.1765186541,32.91538473275992,,1756820.5,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-20,34.20000076293945,35.150001525878906,2174994,1.0277777994662771,956462.6265545284,1013605.4421768708,-57142.8156223424,33.08846165583684,,1891010.7,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-21,35.25,35.650001525878906,5074024,1.014224750449353,970068.0687313991,1013605.4421768708,-43537.37344547163,33.32307727520283,33.68382341721479,2252438.8,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-24,36.70000076293945,35.29999923706055,2278718,0.9901822644084801,960544.1969268179,1013605.4421768708,-53061.24525005289,33.53076964158278,33.64117633595186,2348356.9,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-25,35.29999923706055,35.20000076293945,1120602,0.9971671819750039,957823.1500119582,1013605.4421768708,-55782.292164912564,33.74615419827975,33.580882240744195,2344860.8,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
2020-08-26,35.75,35.400001525878906,949562,1.005681839733084,963265.3476429638,1013605.4421768708,-50340.09453390702,33.9461543743427,33.53088233050178,2064749.4,False,1.0,1000000.0,1000000.0,0.0,PNB.BO
