Date,Open,Close,Volume,Return,Bench_Bal,Bench_Peak,Bench_DD,Fast_MA,Slow_MA,Avg_Volume_10D,Long,Sys_Ret,Sys_Bal,Sys_Peak,Sys_DD,Symbol,Long_Condition,Sell_Condition,New_Sell_Condition
2021-12-21,1581.0,1394.550048828125,1141475,,,,,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2021-12-22,1398.0,1493.9000244140625,318356,1.0712415991591149,1071241.5991591148,1071241.5991591148,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2021-12-23,1508.0,1458.699951171875,128840,0.9764374639086082,1046000.430316328,1071241.5991591148,-25241.168842786807,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2021-12-24,1441.0,1432.449951171875,99550,0.9820045239743023,1027177.1546497011,1071241.5991591148,-44064.444509413675,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2021-12-27,1419.0,1449.9000244140625,58169,1.012181977616678,1039690.2037560068,1071241.5991591148,-31551.395403107977,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2021-12-28,1460.0,1616.4000244140625,158147,1.114835503963307,1159083.552270041,1159083.552270041,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2021-12-29,1635.0,1672.699951171875,227448,1.0348304416650953,1199454.9443223544,1199454.9443223544,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2021-12-30,1666.0,1639.5999755859375,116436,0.9802116479032907,1175719.7075599649,1199454.9443223544,-23735.23676238954,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2021-12-31,1654.9000244140625,1677.1500244140625,64618,1.0229019574208678,1202645.990241378,1202645.990241378,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-03,1680.0,1820.050048828125,171473,1.085204079738774,1305116.3350914214,1305116.3350914214,0.0,,,248451.2,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-04,1838.0,1762.0,106184,0.9681052458609577,1263489.9704608326,1305116.3350914214,-41626.364630588796,,,144922.1,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-05,1773.0,1767.25,63312,1.0029795686719636,1267254.625594158,1305116.3350914214,-37861.70949726342,,,119417.7,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-06,1761.0,1724.800048828125,54833,0.9759796569971,1236814.7348153747,1305116.3350914214,-68301.60027604667,1608.4192364032451,,112017.0,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-07,1731.0,1672.800048828125,56851,0.9698515778479191,1199526.7220662467,1305116.3350914214,-105589.61302517471,1629.8230825570913,,107747.1,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-10,1689.0,1746.5,58767,1.0440578365737765,1252375.274352919,1305116.3350914214,-52741.0607385023,1649.2538499098557,,107806.9,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-11,1746.5,1723.0999755859375,87221,0.9866017609996779,1235595.6511090447,1305116.3350914214,-69520.68398237671,1669.592313326322,,100714.3,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-12,1739.300048828125,1709.8499755859375,51125,0.9923103707342957,1226094.3786296996,1305116.3350914214,-79021.9564617218,1690.9307767427886,,83082.0,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-13,1718.0,1697.75,37813,0.9929233700273669,1217417.7624006118,1305116.3350914214,-87698.57269080961,1709.9961594801682,,75219.7,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-14,1694.0,1733.550048828125,27445,1.021086761200486,1243089.1600375832,1305116.3350914214,-62027.175053838175,1719.0076998197114,,71502.4,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-17,1737.949951171875,1852.1500244140625,106008,1.068414509097162,1328134.494685558,1328134.494685558,0.0,1732.811551607572,,64955.9,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-18,1853.0,1773.5,37288,0.9575358241085552,1271736.3578957352,1328134.494685558,-56398.13678982272,1743.111553485577,,58066.3,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-19,1786.5,1758.300048828125,45719,0.991429404470327,1260836.8199518314,1328134.494685558,-67297.67473372654,1749.3538630558894,,56307.0,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-20,1748.0999755859375,1718.3499755859375,40688,0.9772791491026724,1232189.5345598452,1328134.494685558,-95944.96012571268,1741.530780498798,,54892.5,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-21,1710.0,1606.8499755859375,57669,0.93511217063801,1152235.4302996963,1328134.494685558,-175899.06438586162,1729.596163236178,,54974.3,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-24,1601.550048828125,1447.050048828125,116872,0.9005508110988759,1037646.5513332537,1328134.494685558,-290487.94335230417,1704.9653977614182,,60784.8,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-25,1447.050048828125,1483.6500244140625,53483,1.0252928194263755,1063891.5581845269,1328134.494685558,-264242.93650103104,1686.4153958834136,,57411.0,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-27,1487.0,1436.3499755859375,40469,0.9681191331851963,1029973.7731126521,1328134.494685558,-298160.7215729058,1668.2269287109375,,56345.4,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-28,1300.0,1351.3499755859375,124026,0.9408222219899258,969022.2138111931,1328134.494685558,-359112.2808743648,1637.8307729867788,,64966.7,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-01-31,1379.949951171875,1359.050048828125,40653,1.0056980600002223,974543.7605270377,1328134.494685558,-353590.73415852024,1609.826932466947,,66287.5,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-02-01,1389.3499755859375,1458.25,41589,1.0729921250931211,1045677.7806041477,1328134.494685558,-282456.7140814102,1590.4730881911057,,59845.6,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-02-02,1474.0,1607.5,136754,1.1023487056403223,1152701.5479658272,1328134.494685558,-175432.94671973074,1583.530780498798,,69792.2,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-02-03,1608.0,1579.8499755859375,93234,0.9827993627284215,1132874.3467568797,1328134.494685558,-195260.1479286782,1571.7076979417068,,74543.7,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-02-04,1583.699951171875,1505.9000244140625,26365,0.9531917888947345,1079846.5251781442,1328134.494685558,-248287.96950741368,1545.0730825570913,,73111.4,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,False,False
2022-02-07,1505.0,1522.5999755859375,48276,1.0110896811880807,1091821.6788744265,1328134.494685558,-236312.81581113138,1525.7730806790864,1607.4617704503676,72172.1,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-08,1504.0,1484.75,45350,0.9751412214679881,1064680.3255628378,1328134.494685558,-263454.16912272014,1504.7307692307693,1610.114710190717,65019.9,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-09,1493.0,1503.3499755859375,18286,1.012527345065457,1078017.9433855668,1328134.494685558,-250116.5512999911,1488.1923076923076,1610.3926499310662,61500.2,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-10,1519.949951171875,1503.0999755859375,16707,0.999833704723411,1077838.6740935035,1328134.494685558,-250295.8205920544,1480.2115384615386,1611.698533002068,59124.0,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-11,1497.0,1473.050048828125,25991,0.9800080319034677,1056290.5577078178,1328134.494685558,-271843.93697774014,1482.2115384615386,1612.8926535213695,49320.5,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-15,1415.0,1430.8499755859375,41309,0.9713519080524389,1026029.8486872634,1328134.494685558,-302104.64599829447,1478.1499962439905,1612.3323579676012,49386.1,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-16,1465.0,1471.9000244140625,27307,1.0286892752759176,1055465.9014575605,1328134.494685558,-272668.5932279974,1480.8846153846155,1608.0823579676012,47957.9,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-17,1470.0,1463.8499755859375,17939,0.9945308453735983,1049693.3952395946,1328134.494685558,-278441.0994459633,1489.5384615384614,1601.9397116268383,36076.4,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-18,1479.0,1432.0,14959,0.9782423225623317,1026854.5049375206,1328134.494685558,-301279.9897480373,1495.1499962439905,1595.8338299919578,28248.9,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-21,1418.0,1386.199951171875,42715,0.9680167256786837,994012.3356180245,1328134.494685558,-334122.15906753344,1489.607684795673,1587.2764748965992,29883.9,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-22,1353.0,1346.3499755859375,39680,0.9712523611386302,965436.8279699308,1328134.494685558,-362697.66671562707,1469.5192213792068,1573.3441198012408,29024.3,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-23,1404.0,1421.4000244140625,59579,1.0557433432532748,1019253.5044608115,1328134.494685558,-308880.9902247464,1457.3307635967549,1563.326473460478,30447.2,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-24,1374.8499755859375,1366.050048828125,36251,0.9610595366292088,979563.3007048048,1328134.494685558,-348571.1939807531,1446.5730731670674,1551.5264748965992,32243.7,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-25,1400.0,1409.5999755859375,16425,1.031880183888703,1010791.958861899,1328134.494685558,-317342.5358236589,1437.8807654747595,1542.2558845071233,32215.5,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-02-28,1417.800048828125,1398.3499755859375,14772,0.992019012347582,1002724.8407190588,1328134.494685558,-325409.65396649914,1431.234609750601,1534.1838235294117,31093.6,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
2022-03-02,1391.0999755859375,1387.800048828125,24564,0.9924554461029029,995159.7291142957,1328134.494685558,-332974.7655712622,1422.3461538461538,1523.633824965533,29419.1,False,1.0,1000000.0,1000000.0,0.0,MAPMYINDIA.BO,False,True,False
