Date,Open,Close,Volume,Return,Bench_Bal,Bench_Peak,Bench_DD,Fast_MA,Slow_MA,Avg_Volume_10D,Long,Sys_Ret,Sys_Bal,Sys_Peak,Sys_DD,Symbol,Long_Condition,Sell_Condition,New_Sell_Condition
2020-07-07,3893.0,3822.85009765625,37317,,,,,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-08,3830.0,3886.25,35832,1.0165844594279592,1016584.4594279592,1016584.4594279592,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-09,3891.0,3896.199951171875,14668,1.0025602962166291,1019187.2167733165,1019187.2167733165,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-10,3915.0,3905.800048828125,52733,1.0024639643181974,1021698.457709009,1021698.457709009,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-13,3920.0,3898.60009765625,20691,0.9981566001633814,1019815.0589389947,1021698.457709009,-1883.3987700142898,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-14,3916.300048828125,3983.449951171875,73029,1.0217641849356733,1042010.5024819275,1042010.5024819275,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-15,3980.0,4038.10009765625,52048,1.0137193003939455,1056306.1575791233,1056306.1575791233,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-16,4036.300048828125,4150.85009765625,47701,1.0279215465870797,1085799.859168188,1085799.859168188,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-17,4154.0,4118.60009765625,16454,0.9922305071873808,1077363.7449664378,1085799.859168188,-8436.11420175014,,,,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-20,4145.0,4092.449951171875,19818,0.9936507196949623,1070523.2605591605,1085799.859168188,-15276.598609027453,,,37029.1,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-21,4092.0,4034.949951171875,15380,0.9859497365426461,1055482.1267110787,1085799.859168188,-30317.73245710926,,,34835.4,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-22,4060.0,4061.800048828125,38284,1.0066543818340181,1062505.7078011958,1085799.859168188,-23294.151366992155,,,35080.6,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-23,4062.5,4128.5498046875,32949,1.0164335405625478,1079966.4384482852,1085799.859168188,-5833.42071990273,4001.419245793269,,36908.7,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-24,4125.0,4063.699951171875,37440,0.9842923407531634,1063002.6936351198,1085799.859168188,-22797.165533068124,4019.9461576021636,,35379.4,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-27,4063.699951171875,4015.25,14413,0.9880773797883617,1050328.9162349598,1085799.859168188,-35470.9429332281,4029.8692345252402,,34751.6,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-28,4025.0,4050.449951171875,25864,1.0087665652629039,1059536.6932266487,1085799.859168188,-26263.16594153922,4041.734619140625,,30035.1,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-29,4099.0,4300.2001953125,135335,1.0616598765942948,1124867.5949781314,1124867.5949781314,0.0,4072.0730919471152,,38363.8,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-30,4375.0,4516.14990234375,178876,1.0502185240739836,1181356.7853765846,1181356.7853765846,0.0,4119.576923076923,,51481.3,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-07-31,4480.0,4521.89990234375,53683,1.0012732084019214,1182860.898761393,1182860.898761393,0.0,4160.9961500901445,,55204.2,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-08-03,4522.0,4524.10009765625,68278,1.0004865643556948,1183436.4367124755,1183436.4367124755,0.0,4198.38076547476,,60050.2,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-08-04,4521.0,4634.35009765625,46714,1.0243694873279032,1212276.1759603191,1212276.1759603191,0.0,4235.573073167067,,63183.6,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
2020-08-05,4645.0,4604.7001953125,73635,0.9936021444821908,1204520.2081388426,1212276.1759603191,-7755.967821476515,4272.9653883713945,,66718.7,False,1.0,1000000.0,1000000.0,0.0,DRREDDY.BO,False,False,False
