Date,Open,Close,Volume,Return,Bench_Bal,Bench_Peak,Bench_DD,Fast_MA,Slow_MA,Avg_Volume_10D,Long,Sys_Ret,Sys_Bal,Sys_Peak,Sys_DD,Symbol
2020-07-07,36.349998474121094,35.95000076293945,217744,,,,,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-08,36.0,35.75,141883,0.9944366965592493,994436.6965592493,994436.6965592493,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-09,35.95000076293945,35.54999923706055,308855,0.9944055730646307,988873.3931184985,994436.6965592493,-5563.303440750809,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-10,35.29999923706055,34.79999923706055,407157,0.9789029531337337,968011.0847990738,994436.6965592493,-26425.611760175554,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-13,35.349998474121094,34.70000076293945,239906,0.9971264805657064,965229.486134292,994436.6965592493,-29207.21042495733,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-14,34.849998474121094,35.70000076293945,475896,1.0288184431704113,993045.8972268583,994436.6965592493,-1390.799332391005,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-15,35.900001525878906,34.70000076293945,155646,0.9719887961168306,965229.486134292,994436.6965592493,-29207.21042495733,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-16,34.70000076293945,34.70000076293945,109430,1.0,965229.486134292,994436.6965592493,-29207.21042495733,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-17,34.75,35.5,279652,1.0230547325496018,987482.5937861076,994436.6965592493,-6954.102773141698,,,,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-20,35.04999923706055,35.349998474121094,204911,0.9957746049048195,983310.0896777477,994436.6965592493,-11126.606881501619,,,254108.0,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-21,35.599998474121094,35.25,144451,0.9971711887287831,980528.4910129659,994436.6965592493,-13908.205546283396,,,246778.7,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-22,35.25,35.04999923706055,140305,0.9943262194910794,974965.1875722152,994436.6965592493,-19471.50898703409,,,246620.9,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-23,34.849998474121094,35.150001525878906,181973,1.0028531324107026,977746.8923481843,994436.6965592493,-16689.804211065057,35.24230780968299,,233932.7,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-24,35.0,35.0,98592,0.9957325314547009,973574.3882398243,994436.6965592493,-20862.308319424978,35.16923082791842,,203076.2,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-27,35.0,35.29999923706055,676366,1.0085714067731584,981919.2903453568,994436.6965592493,-12517.406213892507,35.13461538461539,,246722.2,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-28,35.04999923706055,35.5,344265,1.005665744115073,987482.5937861075,994436.6965592493,-6954.102773141814,35.13076928945688,,233559.1,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-29,35.5,35.599998474121094,224382,1.0028168584259463,990264.1924508892,994436.6965592493,-4172.504108360154,35.19230769230769,,240432.7,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-30,36.0,35.54999923706055,89323,0.9985955269886628,988873.3931184983,994436.6965592493,-5563.303440751042,35.25769219031701,,238422.0,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
2020-07-31,36.0,35.400001525878906,368875,0.9957806550098243,984700.9951213257,994436.6965592493,-9735.701437923592,35.234615325927734,,247344.3,False,1.0,1000000.0,1000000.0,0.0,ADANIPOWER.BO
