Date,Open,Close,Volume,Return,Bench_Bal,Bench_Peak,Bench_DD,Fast_MA,Slow_MA,Avg_Volume_10D,Long,Sys_Ret,Sys_Bal,Sys_Peak,Sys_DD,Symbol
2020-07-07,24.850000381469727,24.850000381469727,1299535,,,,,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-08,26.049999237060547,26.049999237060547,192241,1.0482896916366102,1048289.6916366102,1048289.6916366102,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-09,27.350000381469727,25.649999618530273,2269759,0.9846449278216789,1032193.1277577401,1048289.6916366102,-16096.563878870104,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-10,25.049999237060547,24.950000762939453,121428,0.9727095958673964,1004024.1601583351,1048289.6916366102,-44265.53147827508,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-13,23.799999237060547,24.25,310607,0.9719438580547368,975855.1158044592,1048289.6916366102,-72434.575832151,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-14,24.0,23.700000762939453,121899,0.9773196190902868,953722.3500653217,1048289.6916366102,-94567.34157128853,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-15,24.75,24.799999237060547,175562,1.0464134362325086,997987.8815435967,1048289.6916366102,-50301.81009301345,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-16,25.149999618530273,24.700000762939453,154189,0.9959678033388139,993963.7981397324,1048289.6916366102,-54325.89349687775,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-17,24.899999618530273,24.399999618530273,227116,0.9878542050549525,981891.3176647268,1048289.6916366102,-66398.37397188344,,,,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-20,25.049999237060547,24.049999237060547,212111,0.9856557218466543,967806.7954877887,1048289.6916366102,-80482.89614882146,,,508444.7,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
2020-07-21,24.5,24.350000381469727,63364,1.012474060454309,979879.2759627944,1048289.6916366102,-68410.41567381576,,,384827.6,False,1.0,1000000.0,1000000.0,0.0,LEMONTREE.BO
