Date,Open,Close,Volume,Return,Bench_Bal,Bench_Peak,Bench_DD,Fast_MA,Slow_MA,Avg_Volume_10D,Long,Sys_Ret,Sys_Bal,Sys_Peak,Sys_DD,Symbol
2020-07-07,579.0,567.1500244140625,314023,,,,,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-08,572.9000244140625,561.25,301815,0.9895970657496524,989597.0657496525,989597.0657496525,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-09,563.0,568.8499755859375,255685,1.0135411591731627,1002997.3571342631,1002997.3571342631,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-10,567.6500244140625,574.7000122070312,3230509,1.0102839709451827,1013312.152813127,1013312.152813127,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-13,575.0,586.75,502298,1.0209674395980834,1034558.7141712402,1034558.7141712402,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-14,586.0,589.0999755859375,1110186,1.004005071301129,1038702.1955867005,1038702.1955867005,0.0,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-15,589.7999877929688,564.1500244140625,652407,0.9576473396607104,994710.3943033426,1038702.1955867005,-43991.8012833579,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-16,565.0,562.5999755859375,630567,0.997252417333962,991977.3452662268,1038702.1955867005,-46724.85032047366,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-17,563.9500122070312,567.3499755859375,465565,1.0084429438430973,1000352.5542859344,1038702.1955867005,-38349.64130076603,,,,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-20,569.0,575.75,908724,1.0148057191778095,1015163.4932834964,1038702.1955867005,-23538.702303204103,,,837177.9,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-21,578.5,567.75,455552,0.9861050803300043,1001057.8780924099,1038702.1955867005,-37644.31749429053,,,851330.8,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
2020-07-22,568.0,569.5,653165,1.003082342580361,1004143.48141546,1038702.1955867005,-34558.714171240455,,,886465.8,False,1.0,1000000.0,1000000.0,0.0,BHARTIARTL.BO
